claim_group,figure_or_table_candidate,result_id,experiment,backbone,model_size,task,target,reward,policy,probe,feature_set,level,layer,timestep,horizon,K,n_problem,n_state,n_candidate,n_example,metric,baseline,hidden,delta,ci_low,ci_high,p_value,stat_method,folds_seeds,multiple_testing,status,strength,paper_use,source_path,source_key,script_path,notes
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_PERTOK_S2_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.002777777778,0.002777777778,-0.0008888888889,0.006666666667,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_pertok/seed=2/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_FUTURE_S0_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,9,,16,24,400,2400,14400,14400,within-state R2,0,0.01241828269,0.01241828269,0.006980755387,0.01780893719,,"document-cluster bootstrap, 10,000 resamples",split seed 0; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_future/seed=0/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_FUTURE_S0_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,9,,16,24,400,2400,14400,14400,pairwise concordance,0,0.008888888889,0.008888888889,0.003777777778,0.01377777778,,"document-cluster bootstrap, 10,000 resamples",split seed 0; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_future/seed=0/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_FUTURE_S1_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,within-state R2,0,0.0048180956,0.0048180956,-0.005401810338,0.01486742724,,"document-cluster bootstrap, 10,000 resamples",split seed 1; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_future/seed=1/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_FUTURE_S1_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.008777777778,0.008777777778,0.002,0.01555555556,,"document-cluster bootstrap, 10,000 resamples",split seed 1; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_future/seed=1/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_FUTURE_S2_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,within-state R2,0,0.0002677593381,0.0002677593381,-0.009922143318,0.01022718742,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_future/seed=2/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM1_ANCESTRAL_A_FUTURE_S2_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm1 ancestral,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.002888888889,0.002888888889,-0.004666666667,0.01077777778,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm1 ancestral/A_future/seed=2/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_PERTOK_S0_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,within-state R2,0,0.01043099999,0.01043099999,0.006267167153,0.01433000149,,"document-cluster bootstrap, 10,000 resamples",split seed 0; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_pertok/seed=0/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_PERTOK_S0_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.006,0.006,0.0004444444444,0.01155555556,,"document-cluster bootstrap, 10,000 resamples",split seed 0; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_pertok/seed=0/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_PERTOK_S1_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,within-state R2,0,0.01048169301,0.01048169301,0.007255189713,0.01362836232,,"document-cluster bootstrap, 10,000 resamples",split seed 1; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_pertok/seed=1/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_PERTOK_S1_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.002555555556,0.002555555556,-0.002111111111,0.007222222222,,"document-cluster bootstrap, 10,000 resamples",split seed 1; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_pertok/seed=1/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_PERTOK_S2_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,9,,16,24,400,2400,14400,14400,within-state R2,0,0.00864375183,0.00864375183,0.004058953268,0.01334544557,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_pertok/seed=2/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_PERTOK_S2_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,9,,16,24,400,2400,14400,14400,pairwise concordance,0,0.002222222222,0.002222222222,-0.002777777778,0.007111111111,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_pertok/seed=2/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_FUTURE_S0_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,within-state R2,0,0.01920077541,0.01920077541,0.01121147668,0.02675651127,,"document-cluster bootstrap, 10,000 resamples",split seed 0; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_future/seed=0/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_FUTURE_S0_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.01,0.01,0.002777777778,0.01711111111,,"document-cluster bootstrap, 10,000 resamples",split seed 0; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_future/seed=0/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_FUTURE_S1_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,within-state R2,0,0.01981932345,0.01981932345,0.01369317645,0.02581831294,,"document-cluster bootstrap, 10,000 resamples",split seed 1; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_future/seed=1/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_FUTURE_S1_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,8,,16,24,400,2400,14400,14400,pairwise concordance,0,0.003111111111,0.003111111111,-0.003555555556,0.009888888889,,"document-cluster bootstrap, 10,000 resamples",split seed 1; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_future/seed=1/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_FUTURE_S2_D_R2,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,9,,16,24,400,2400,14400,14400,within-state R2,0,0.01522354397,0.01522354397,0.006887545129,0.02336480161,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,SUPPORTING,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_future/seed=2/d_r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
candidate_pathll_fairtest,Appendix,FAIR_ARM2_CONFIDENCE_A_FUTURE_S2_D_CONC,candidate Path-LL fair-split audit,MDLM,169.6M,OpenWebText continuations,A_future,Path-LL,arm2 confidence,ridge linear probe,cheap + h_local,candidate within state,9,,16,24,400,2400,14400,14400,pairwise concordance,0,0.001555555556,0.001555555556,-0.004888888889,0.008111111111,,"document-cluster bootstrap, 10,000 resamples",split seed 2; 100 test documents,,POST_HOC_AUDIT,NEGATIVE_BOUNDARY,Appendix,rescue_audit/results/A_fairtest_corrected_ci.json,arm2 confidence/A_future/seed=2/d_conc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS.
cross_task_state_utility,Table 3,STATE_GSM8K_TASKC_R2,task-state readout,Nemotron-Diffusion-3B,3B,GSM8K(taskC),V_task,task correctness,ancestral,linear probe,cheap + h_global,state,12,,completion,8,180,720,,720,R2,0,0.06982925893,0.06982925893,-0.06111804109,0.200776559,0.2891358421,50 repeated document splits; Nadeau-Bengio corrected t interval,50 splits; 43/50 nonzero positive,,VALID_CURRENT_UNDERPOWERED,SUPPORTING,Table 3 / Appendix,data/task_state_readout.json,GSM8K(taskC)/hidden/r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS. Positive point estimate and sign consistency; corrected CI crosses zero at this sample size.
cross_task_state_utility,Table 3,STATE_GSM8K_TASKC_AUC,task-state readout,Nemotron-Diffusion-3B,3B,GSM8K(taskC),V_task,task correctness,ancestral,linear probe,cheap + h_global,state,12,,completion,8,180,720,,720,AUC,0,0.02515554544,0.02515554544,-0.01207202345,0.06238311433,0.1807103209,50 repeated document splits; Nadeau-Bengio corrected t interval,50 splits; 41/50 nonzero positive,,VALID_CURRENT_UNDERPOWERED,SUPPORTING,Table 3 / Appendix,data/task_state_readout.json,GSM8K(taskC)/hidden/auc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS. Positive point estimate and sign consistency; corrected CI crosses zero at this sample size.
cross_task_state_utility,Table 3,STATE_SVAMP_TASKE_R2,task-state readout,Nemotron-Diffusion-3B,3B,SVAMP(taskE),V_task,task correctness,ancestral,linear probe,cheap + h_global,state,11,,completion,8,200,800,,800,R2,0,0.04300390588,0.04300390588,-0.03542349843,0.1214313102,0.2758859122,50 repeated document splits; Nadeau-Bengio corrected t interval,50 splits; 39/47 nonzero positive,,VALID_CURRENT_UNDERPOWERED,SUPPORTING,Table 3 / Appendix,data/task_state_readout.json,SVAMP(taskE)/hidden/r2,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS. Positive point estimate and sign consistency; corrected CI crosses zero at this sample size.
cross_task_state_utility,Table 3,STATE_SVAMP_TASKE_AUC,task-state readout,Nemotron-Diffusion-3B,3B,SVAMP(taskE),V_task,task correctness,ancestral,linear probe,cheap + h_global,state,11,,completion,8,200,800,,800,AUC,0,0.03977456544,0.03977456544,-0.0129407141,0.09248984497,0.1358793344,50 repeated document splits; Nadeau-Bengio corrected t interval,50 splits; 40/46 nonzero positive,,VALID_CURRENT_UNDERPOWERED,SUPPORTING,Table 3 / Appendix,data/task_state_readout.json,SVAMP(taskE)/hidden/auc,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS. Positive point estimate and sign consistency; corrected CI crosses zero at this sample size.
candidate_task_utility_boundary,Table 4,TASK_CD_BILINEAR_VS_CHEAP_ONLY,five-fold candidate task-utility cross-fit,Nemotron-Diffusion-3B,3B,GSM8K C+D,A_task,task correctness,ancestral,low-rank bilinear probe,cheap + hidden,candidate within state,2,,completion,8,750,3000,18000,18000,pairwise concordance delta,0,0.01425178147,0.01425178147,-0.009098741413,0.03693673529,0.1097,"5-fold document cross-fit + 10,000 document-cluster bootstraps",5 folds,,POST_HOC_CROSSFIT_BOUNDARY,NEGATIVE_BOUNDARY,Table 4 / limitations,rescue_audit/results/taskCD_crossfit_confirmatory.json,comparisons.bilinear_vs_cheap_only,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_SAVED_METRICS. bilinear vs cheap; CI crosses zero, so not evidence for a stable candidate task-utility effect."
candidate_task_utility_boundary,Table 4,TASK_CD_BILINEAR_VS_NO_STATE_INTERACTION,five-fold candidate task-utility cross-fit,Nemotron-Diffusion-3B,3B,GSM8K C+D,A_task,task correctness,ancestral,low-rank bilinear probe,cheap + hidden,candidate within state,2,,completion,8,750,3000,18000,18000,pairwise concordance delta,0,-0.002235573564,-0.002235573564,-0.02199521331,0.01738639982,0.5858,"5-fold document cross-fit + 10,000 document-cluster bootstraps",5 folds,,POST_HOC_CROSSFIT_BOUNDARY,NEGATIVE_BOUNDARY,Table 4 / limitations,rescue_audit/results/taskCD_crossfit_confirmatory.json,comparisons.bilinear_vs_no_state_interaction,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_SAVED_METRICS. state-action interaction; CI crosses zero, so not evidence for a stable candidate task-utility effect."
candidate_task_utility_boundary,Table 4,TASK_E_BILINEAR_VS_CHEAP_ONLY,five-fold candidate task-utility cross-fit,Nemotron-Diffusion-3B,3B,SVAMP E,A_task,task correctness,ancestral,low-rank bilinear probe,cheap + hidden,candidate within state,2,,completion,8,200,800,4800,4800,pairwise concordance delta,0,0.01326053042,0.01326053042,-0.03687014111,0.06539932198,0.3104,"5-fold document cross-fit + 10,000 document-cluster bootstraps",5 folds,,POST_HOC_CROSSFIT_BOUNDARY,NEGATIVE_BOUNDARY,Table 4 / limitations,rescue_audit/results/taskE_svamp_crossfit.json,comparisons.bilinear_vs_cheap_only,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_SAVED_METRICS. bilinear vs cheap; CI crosses zero, so not evidence for a stable candidate task-utility effect."
candidate_task_utility_boundary,Table 4,TASK_E_BILINEAR_VS_NO_STATE_INTERACTION,five-fold candidate task-utility cross-fit,Nemotron-Diffusion-3B,3B,SVAMP E,A_task,task correctness,ancestral,low-rank bilinear probe,cheap + hidden,candidate within state,2,,completion,8,200,800,4800,4800,pairwise concordance delta,0,0.01092043682,0.01092043682,-0.02617086106,0.04985369885,0.2891,"5-fold document cross-fit + 10,000 document-cluster bootstraps",5 folds,,POST_HOC_CROSSFIT_BOUNDARY,NEGATIVE_BOUNDARY,Table 4 / limitations,rescue_audit/results/taskE_svamp_crossfit.json,comparisons.bilinear_vs_no_state_interaction,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_SAVED_METRICS. state-action interaction; CI crosses zero, so not evidence for a stable candidate task-utility effect."
candidate_task_utility_transfer_boundary,Table 4,TASK_D_FROZEN_PRIMARY_BILINEAR_VS_CHEAP_ONLY,sealed frozen Task C to Task D transfer,Nemotron-Diffusion-3B,3B,GSM8K D,A_task,task correctness,ancestral,frozen low-rank bilinear probe,cheap + hidden,candidate within state,0,,completion,8,570,2280,13680,13680,pairwise concordance delta,0,-0.03555389222,-0.03555389222,-0.05665073796,-0.01507717107,0.9998,"sealed application + 10,000 document-cluster bootstraps",frozen before Task D labels,,CONFIRMATORY_NEGATIVE,NEGATIVE_BOUNDARY,Table 4 / limitations,rescue_audit/results/CONFIRMATORY_taskD_frozen.json,comparisons.primary_bilinear_vs_cheap_only,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS. Clean domain-transfer failure; narrows rather than reverses the state-level claim.
candidate_task_utility_transfer_boundary,Table 4,TASK_D_FROZEN_RELATIONAL_BILINEAR_VS_NO_STATE_INTERACTION,sealed frozen Task C to Task D transfer,Nemotron-Diffusion-3B,3B,GSM8K D,A_task,task correctness,ancestral,frozen low-rank bilinear probe,cheap + hidden,candidate within state,0,,completion,8,570,2280,13680,13680,pairwise concordance delta,0,-0.0130988024,-0.0130988024,-0.02606856022,-0.0001840908697,0.9772,"sealed application + 10,000 document-cluster bootstraps",frozen before Task D labels,,CONFIRMATORY_NEGATIVE,NEGATIVE_BOUNDARY,Table 4 / limitations,rescue_audit/results/CONFIRMATORY_taskD_frozen.json,comparisons.relational_bilinear_vs_no_state_interaction,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_SAVED_METRICS. Clean domain-transfer failure; narrows rather than reverses the state-level claim.
reward_alignment,Table 4 / Appendix,ALIGN_GSM8K_A,Path-LL/task-reward alignment,Nemotron-Diffusion-3B,3B,GSM8K A,A_task vs A_pertok,task correctness vs Path-LL,ancestral,none; direct correlation,rollout labels,candidate,,,completion,8,135,,1056,1056,Pearson r,0,0.09573630597,0.09573630597,0.0248489982,0.172727744,,"document-cluster bootstrap, 10,000 resamples",bootstrap seed 20260902,,VALID_CURRENT,SUPPORTING,Table 4 / limitations,data/labels_taskA/shard_*.npz; iclr_direction1/TASK_REWARD_ALIGNMENT_RECOMPUTE.json,GSM8K A,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_RAW_FEATURES. Shows that task reward and Path-LL are related but non-equivalent targets.
reward_alignment,Table 4 / Appendix,ALIGN_GSM8K_B,Path-LL/task-reward alignment,Nemotron-Diffusion-3B,3B,GSM8K B,A_task vs A_pertok,task correctness vs Path-LL,ancestral,none; direct correlation,rollout labels,candidate,,,completion,8,138,,1184,1184,Pearson r,0,-0.01742124876,-0.01742124876,-0.1058809194,0.06666068134,,"document-cluster bootstrap, 10,000 resamples",bootstrap seed 20260902,,VALID_CURRENT,NEGATIVE_BOUNDARY,Table 4 / limitations,data/labels_taskB/shard_*.npz; iclr_direction1/TASK_REWARD_ALIGNMENT_RECOMPUTE.json,GSM8K B,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_RAW_FEATURES. Shows that task reward and Path-LL are related but non-equivalent targets.
reward_alignment,Table 4 / Appendix,ALIGN_GSM8K_C,Path-LL/task-reward alignment,Nemotron-Diffusion-3B,3B,GSM8K C,A_task vs A_pertok,task correctness vs Path-LL,ancestral,none; direct correlation,rollout labels,candidate,,,completion,8,180,,4320,4320,Pearson r,0,0.04934820845,0.04934820845,-0.02221051279,0.1208256563,,"document-cluster bootstrap, 10,000 resamples",bootstrap seed 20260902,,VALID_CURRENT,NEGATIVE_BOUNDARY,Table 4 / limitations,data/labels_taskC/shard_*.npz; iclr_direction1/TASK_REWARD_ALIGNMENT_RECOMPUTE.json,GSM8K C,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_RAW_FEATURES. Shows that task reward and Path-LL are related but non-equivalent targets.
reward_alignment,Table 4 / Appendix,ALIGN_SVAMP_E,Path-LL/task-reward alignment,Nemotron-Diffusion-3B,3B,SVAMP E,A_task vs A_pertok,task correctness vs Path-LL,ancestral,none; direct correlation,rollout labels,candidate,,,completion,8,200,,4800,4800,Pearson r,0,0.2246104135,0.2246104135,0.1390984428,0.309439991,,"document-cluster bootstrap, 10,000 resamples",bootstrap seed 20260902,,VALID_CURRENT,SUPPORTING,Table 4 / limitations,data/labels_taskE_svamp/shard_*.npz; iclr_direction1/TASK_REWARD_ALIGNMENT_RECOMPUTE.json,SVAMP E,iclr_direction1/build_iclr_evidence.py,RECOMPUTED_FROM_RAW_FEATURES. Shows that task reward and Path-LL are related but non-equivalent targets.
state_within_prompt_boundary,Appendix,VREAD_WITHIN_PROMPT_DIRECT,prompt-centered state-value probe,Nemotron-Diffusion-3B,3B,GSM8K,centered V_reward,task correctness,Nemotron diffusion decoding,prompt-centered linear probe,centered cheap + centered hidden,state within prompt,"0,3,...,24",,completion,8,800,4411,,4411,incremental R2,0.0013,0.0013,0,,,,direct prompt-centered fitting,,,VALID_CURRENT_BOUNDARY,NEGATIVE_BOUNDARY,Appendix / limitations,data/v_audit.json; iclr_direction1/VREAD_INDEPENDENT_RECOMPUTE.log,within_signal_var; direct centered probe,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_RAW_FEATURES. Nonzero within-prompt target variance=0.01285314281, noise ceiling=0.8699, but hidden delta is approximately zero."
horizon_boundary,Appendix,OLD_HORIZON_H32_RELATIONAL,legacy horizon × timestep × layer sweep,MDLM,169.6M,OpenWebText continuations,A_pertok,Path-LL,ancestral,legacy relational probe,hidden interaction,candidate within state,,,32,16,,,14400,,relational concordance delta,0,-0.005,-0.005,,,,report-level pooled/temporal summary,,,LEGACY_EXPLORATORY_BOUNDARY,NEGATIVE_BOUNDARY,Appendix only,rescue_audit/FINAL_RESCUE_REPORT.md,section 9 horizon table H=32,iclr_direction1/build_iclr_evidence.py,SOURCE_SUMMARY_ONLY. Label ceiling fell to 0.656/SNR 1.91; long-horizon candidate effect was washed out. Do not mix with the corrected H=16 state-centered analysis.
cross_task_state_utility_meta,Table 3,STATE_AUC_META_FIXED,state-level cross-task synthesis,Nemotron-Diffusion-3B,3B,GSM8K + SVAMP,V_task,task correctness,multiple,linear probes,hidden vs cheap,state,,,,,1180,5931,,,Delta AUC,0,0.04800561901,0.04800561901,0.02684937619,0.06916186184,,fixed effect,3 study estimates,,VALID_CURRENT_SYNTHESIS,STRONG_SUPPORT,Table 3 / main text,data/v_audit.json; data/task_state_readout.json,independent study estimates,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_SAVED_METRICS; tau2=0.000205291, I2=35.1%. Supporting synthesis; component studies differ in model and sample size."
cross_task_state_utility_meta,Table 3,STATE_AUC_META_DERSIMONIAN-LAIRD,state-level cross-task synthesis,Nemotron-Diffusion-3B,3B,GSM8K + SVAMP,V_task,task correctness,multiple,linear probes,hidden vs cheap,state,,,,,1180,5931,,,Delta AUC,0,0.04631997961,0.04631997961,0.01914610133,0.0734938579,,DerSimonian-Laird random effects,3 study estimates,,VALID_CURRENT_SYNTHESIS,STRONG_SUPPORT,Table 3 / main text,data/v_audit.json; data/task_state_readout.json,independent study estimates,iclr_direction1/build_iclr_evidence.py,"RECOMPUTED_FROM_SAVED_METRICS; tau2=0.000205291, I2=35.1%. Supporting synthesis; component studies differ in model and sample size."
